"ID","Registry name","Spawns"
78,"atmospheric:rocky_dunes","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:guster [weight: 35, min: 1, max: 2] }; { alexsmobs:guster [weight: 35, min: 1, max: 2] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:husk [weight: 80, min: 4, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 19, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 1, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:rattlesnake [weight: 12, min: 1, max: 2] }; { alexsmobs:rattlesnake [weight: 12, min: 1, max: 2] }; { alexsmobs:roadrunner [weight: 9, min: 2, max: 2] }; { alexsmobs:roadrunner [weight: 9, min: 2, max: 2] }; { alexsmobs:tarantula_hawk [weight: 6, min: 1, max: 1] }; { alexsmobs:tarantula_hawk [weight: 6, min: 1, max: 1] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bayad [weight: 6, min: 1, max: 2] }; { aquaculture:boulti [weight: 10, min: 1, max: 3] }; { aquaculture:capitaine [weight: 1, min: 1, max: 1] }; { aquaculture:synodontis [weight: 20, min: 1, max: 6] }"
79,"atmospheric:rocky_dunes_hills","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:guster [weight: 35, min: 1, max: 2] }; { alexsmobs:guster [weight: 35, min: 1, max: 2] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:husk [weight: 80, min: 4, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 19, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 1, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:rattlesnake [weight: 12, min: 1, max: 2] }; { alexsmobs:rattlesnake [weight: 12, min: 1, max: 2] }; { alexsmobs:roadrunner [weight: 9, min: 2, max: 2] }; { alexsmobs:roadrunner [weight: 9, min: 2, max: 2] }; { alexsmobs:tarantula_hawk [weight: 6, min: 1, max: 1] }; { alexsmobs:tarantula_hawk [weight: 6, min: 1, max: 1] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bayad [weight: 6, min: 1, max: 2] }; { aquaculture:boulti [weight: 10, min: 1, max: 3] }; { aquaculture:capitaine [weight: 1, min: 1, max: 1] }; { aquaculture:synodontis [weight: 20, min: 1, max: 6] }"
80,"atmospheric:petrified_dunes","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:guster [weight: 35, min: 1, max: 2] }; { alexsmobs:guster [weight: 35, min: 1, max: 2] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:husk [weight: 80, min: 4, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 19, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 1, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:rattlesnake [weight: 12, min: 1, max: 2] }; { alexsmobs:rattlesnake [weight: 12, min: 1, max: 2] }; { alexsmobs:roadrunner [weight: 9, min: 2, max: 2] }; { alexsmobs:roadrunner [weight: 9, min: 2, max: 2] }; { alexsmobs:tarantula_hawk [weight: 6, min: 1, max: 1] }; { alexsmobs:tarantula_hawk [weight: 6, min: 1, max: 1] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bayad [weight: 6, min: 1, max: 2] }; { aquaculture:boulti [weight: 10, min: 1, max: 3] }; { aquaculture:capitaine [weight: 1, min: 1, max: 1] }; { aquaculture:synodontis [weight: 20, min: 1, max: 6] }"
81,"autumnity:maple_forest","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { autumnity:snail [weight: 16, min: 2, max: 2] }; { autumnity:turkey [weight: 10, min: 4, max: 4] }; { autumnity:turkey [weight: 10, min: 4, max: 4] }; { environmental:deer [weight: 16, min: 1, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:catfish [weight: 1, min: 1, max: 1] }; { aquaculture:gar [weight: 6, min: 1, max: 2] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:smallmouth_bass [weight: 10, min: 1, max: 3] }"
82,"autumnity:maple_forest_hills","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { autumnity:snail [weight: 16, min: 2, max: 2] }; { autumnity:turkey [weight: 10, min: 4, max: 4] }; { autumnity:turkey [weight: 10, min: 4, max: 4] }; { environmental:deer [weight: 16, min: 1, max: 4] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:catfish [weight: 1, min: 1, max: 1] }; { aquaculture:gar [weight: 6, min: 1, max: 2] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:smallmouth_bass [weight: 10, min: 1, max: 3] }"
83,"autumnity:pumpkin_fields","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { autumnity:snail [weight: 16, min: 2, max: 2] }; { autumnity:turkey [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:catfish [weight: 1, min: 1, max: 1] }; { aquaculture:gar [weight: 6, min: 1, max: 2] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:smallmouth_bass [weight: 10, min: 1, max: 3] }"
84,"autumnity:yellow_spotted_forest","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { environmental:deer [weight: 16, min: 1, max: 4] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { minecraft:wolf [weight: 5, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:catfish [weight: 1, min: 1, max: 1] }; { aquaculture:gar [weight: 6, min: 1, max: 2] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:smallmouth_bass [weight: 10, min: 1, max: 3] }"
85,"autumnity:orange_spotted_dark_forest","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { environmental:deer [weight: 16, min: 1, max: 4] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:catfish [weight: 1, min: 1, max: 1] }; { aquaculture:gar [weight: 6, min: 1, max: 2] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:smallmouth_bass [weight: 10, min: 1, max: 3] }"
86,"autumnity:red_spotted_taiga","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:fox [weight: 8, min: 2, max: 4] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { minecraft:wolf [weight: 8, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:catfish [weight: 1, min: 1, max: 1] }; { aquaculture:gar [weight: 6, min: 1, max: 2] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:smallmouth_bass [weight: 10, min: 1, max: 3] }"
87,"cavebiomeapi:caves","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:catfish [weight: 1, min: 1, max: 1] }; { aquaculture:gar [weight: 6, min: 1, max: 2] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:smallmouth_bass [weight: 10, min: 1, max: 3] }; { cavesandcliffs:axolotl [weight: 10, min: 4, max: 6] }; { cavesandcliffs:glow_squid [weight: 10, min: 4, max: 6] }"
88,"byg:allium_fields","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:donkey [weight: 1, min: 1, max: 3] }; { minecraft:horse [weight: 5, min: 2, max: 6] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }"
